sale_id,sale_datetime,product_id,product_name,brand,category,manager,supplier_name,supplier_country,region_name,city,quantity,unit_price,discount,revenue,payment_type,sales_channel
906,2024-07-12 13:29:21,129,LG Networking-145,LG,Networking,Andriy Shevchenko,NordicParts,Sweden,Dnipropetrovska,Dnipro,1,700.08,92.6,607.48,cash,marketplace
907,2025-01-17 12:58:34,168,LG Kitchen-114,LG,Kitchen,Natalia Romanyuk,EuroSupply,Poland,Kyivska,Kyiv,1,720.89,109.66,611.23,cash,online_store
908,2024-09-28 11:04:15,89,Apple Smartwatch-590,Apple,Smartwatches,Maria Bondar,NordicParts,Sweden,Zaporizka,Zaporizhzhia,2,505.82,92.1,919.54,invoice,phone_order
909,2024-05-27 21:49:07,126,Samsung Networking-244,Samsung,Networking,Pavlo Boyko,NordicParts,Sweden,Lvivska,Lviv,3,369.56,29.36,1079.32,cash,phone_order
910,2025-01-19 09:35:25,105,Philips Printers-735,Philips,Printers,Iryna Savchuk,GigaTrade,Germany,Odeska,Odesa,1,431.63,49.28,382.35,cash,marketplace
911,2023-05-18 10:40:02,134,Nikon Storage-469,Nikon,Storage,Pavlo Boyko,TechImport UA,Ukraine,Poltavska,Poltava,2,137.86,8.66,267.06,online,store
912,2024-12-27 09:34:55,97,Sony Cameras-798,Sony,Cameras,Maria Bondar,BalkanStore,Romania,Poltavska,Poltava,1,1377.71,1.66,1376.05,online,marketplace
913,2024-09-16 16:00:44,74,Huawei Headphones-802,Huawei,Headphones,Maria Bondar,NordicParts,Sweden,Lvivska,Lviv,1,464.97,8.42,456.55,online,online_store
914,2023-08-01 14:42:23,50,Microsoft Gaming-457,Microsoft,Gaming,Iryna Savchuk,USADirect,USA,Dnipropetrovska,Dnipro,1,273.11,2.77,270.34,online,wholesale
915,2023-11-11 14:01:31,129,LG Networking-145,LG,Networking,Pavlo Boyko,NordicParts,Sweden,Lvivska,Lviv,1,440.6,63.51,377.09,card,phone_order
916,2024-07-09 09:59:24,103,Dell Cameras-522,Dell,Cameras,Volodymyr Ivanov,NordicParts,Sweden,Ivano-Frankivska,Ivano-Frankivsk,1,1904.27,13.27,1891.0,online,online_store
917,2023-08-01 15:11:31,55,Apple Gaming-626,Apple,Gaming,Ivan Petrenko,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,5,261.09,87.16,1218.29,cash,marketplace
918,2023-02-27 20:07:47,8,Sony Smartphone-429,Sony,Smartphones,Serhii Kravchenko,EuroSupply,Poland,Kyivska,Kyiv,3,2141.9,1099.24,5326.46,cash,store
919,2023-10-25 20:10:00,89,Apple Smartwatch-590,Apple,Smartwatches,Natalia Romanyuk,USADirect,USA,Dnipropetrovska,Dnipro,1,417.64,165.01,252.63,online,online_store
920,2023-04-10 10:14:32,8,Sony Smartphone-429,Sony,Smartphones,Natalia Romanyuk,GigaTrade,Germany,Zaporizka,Zaporizhzhia,2,2590.89,410.0,4771.78,invoice,marketplace
921,2023-12-28 20:25:36,72,Microsoft Headphones-325,Microsoft,Headphones,Maria Bondar,TechImport UA,Ukraine,Odeska,Odesa,1,50.08,2.58,47.5,cash,marketplace
922,2024-11-05 21:58:29,167,HP Kitchen-957,HP,Kitchen,Pavlo Boyko,AsiaWholesale,China,Kyivska,Kyiv,3,944.99,249.67,2585.3,card,wholesale
923,2024-03-03 08:02:26,92,LG Smartwatch-912,LG,Smartwatches,Volodymyr Ivanov,BalkanStore,Romania,Lvivska,Lviv,10,57.63,186.07,390.23,online,wholesale
924,2023-06-29 14:29:46,181,Google Wearables-925,Google,Wearables,Andriy Shevchenko,GigaTrade,Germany,Lvivska,Lviv,10,227.07,348.75,1921.95,cash,phone_order
925,2024-07-07 18:36:08,151,Bosch TV-909,Bosch,TV,Pavlo Boyko,BalkanStore,Romania,Kharkivska,Kharkiv,3,1350.1,127.74,3922.56,cash,store
926,2025-01-06 08:00:00,148,Acer TV-633,Acer,TV,Oksana Hladka,TechImport UA,Ukraine,Kyivska,Kyiv,2,487.07,106.75,867.39,online,marketplace
927,2024-08-04 16:34:43,42,Google Home Appli-210,Google,Home Appliances,Kateryna Marchenko,TechImport UA,Ukraine,Kyivska,Kyiv,2,1000.25,182.07,1818.43,cash,marketplace
928,2023-09-25 13:29:56,20,Apple Laptops-828,Apple,Laptops,Olena Koval,TechImport UA,Ukraine,Odeska,Odesa,1,339.47,17.35,322.12,cash,phone_order
929,2024-04-05 15:34:45,14,Canon Smartphone-337,Canon,Smartphones,Iryna Savchuk,BalkanStore,Romania,Ivano-Frankivska,Ivano-Frankivsk,1,2728.73,263.55,2465.18,cash,marketplace
930,2024-10-07 20:04:01,86,Asus Smartwatch-731,Asus,Smartwatches,Ivan Petrenko,TechImport UA,Ukraine,Vinnytska,Vinnytsia,3,95.63,25.34,261.55,cash,online_store
931,2025-01-09 19:03:55,43,HP Home Appli-825,HP,Home Appliances,Maria Bondar,LocalDistributor,Ukraine,Vinnytska,Vinnytsia,1,523.11,10.87,512.24,card,marketplace
932,2024-08-24 21:37:06,179,Nikon Wearables-414,Nikon,Wearables,Volodymyr Ivanov,USADirect,USA,Kharkivska,Kharkiv,4,318.45,133.25,1140.55,invoice,marketplace
933,2023-11-25 08:47:46,141,Acer Storage-629,Acer,Storage,Andriy Shevchenko,BalkanStore,Romania,Zaporizka,Zaporizhzhia,2,695.34,178.03,1212.65,online,online_store
934,2024-09-13 12:21:12,120,Apple Networking-367,Apple,Networking,Pavlo Boyko,NordicParts,Sweden,Ivano-Frankivska,Ivano-Frankivsk,1,105.51,15.4,90.11,online,wholesale
935,2023-07-06 16:04:13,44,Dell Home Appli-802,Dell,Home Appliances,Kateryna Marchenko,LocalDistributor,Ukraine,Kharkivska,Kharkiv,1,934.74,3.36,931.38,online,marketplace
936,2023-04-19 21:16:31,176,Panasonic Wearables-439,Panasonic,Wearables,Dmytro Melnyk,BalkanStore,Romania,Vinnytska,Vinnytsia,1,198.21,17.51,180.7,card,phone_order
937,2025-02-07 15:48:04,33,Panasonic Accessorie-349,Panasonic,Accessories,Oksana Hladka,AsiaWholesale,China,Kyivska,Kyiv,1,385.74,56.66,329.08,invoice,wholesale
938,2023-03-24 16:24:31,73,Canon Headphones-266,Canon,Headphones,Natalia Romanyuk,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,452.46,67.55,384.91,cash,store
939,2024-02-02 11:44:27,130,Apple Networking-487,Apple,Networking,Ivan Petrenko,NordicParts,Sweden,Lvivska,Lviv,2,88.01,31.15,144.87,online,marketplace
940,2024-01-11 08:47:20,52,Xiaomi Gaming-477,Xiaomi,Gaming,Kateryna Marchenko,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,1,784.27,313.38,470.89,card,online_store
941,2024-10-12 10:09:35,85,Panasonic Smartwatch-679,Panasonic,Smartwatches,Ivan Petrenko,USADirect,USA,Ternopilska,Ternopil,1,225.76,14.01,211.75,invoice,phone_order
942,2023-08-20 14:04:24,47,Dell Home Appli-324,Dell,Home Appliances,Maria Bondar,USADirect,USA,Kharkivska,Kharkiv,2,597.38,204.52,990.24,invoice,online_store
943,2024-07-24 08:41:52,136,Bosch Storage-266,Bosch,Storage,Pavlo Boyko,LocalDistributor,Ukraine,Kharkivska,Kharkiv,5,83.32,5.55,411.05,invoice,online_store
944,2024-04-05 10:09:20,101,Microsoft Cameras-262,Microsoft,Cameras,Volodymyr Ivanov,BalkanStore,Romania,Dnipropetrovska,Dnipro,1,3391.29,489.55,2901.74,card,store
945,2024-01-22 16:49:45,79,Sony Smartwatch-330,Sony,Smartwatches,Andriy Shevchenko,TechImport UA,Ukraine,Ternopilska,Ternopil,1,454.75,10.73,444.02,cash,online_store
946,2024-06-09 11:28:24,109,Canon Printers-462,Canon,Printers,Maria Bondar,GigaTrade,Germany,Poltavska,Poltava,1,801.77,139.3,662.47,invoice,wholesale
947,2024-06-20 10:30:36,139,Dell Storage-800,Dell,Storage,Dmytro Melnyk,NordicParts,Sweden,Vinnytska,Vinnytsia,1,104.28,9.3,94.98,card,wholesale
948,2023-05-15 13:13:38,171,Sony Wearables-512,Sony,Wearables,Dmytro Melnyk,BalkanStore,Romania,Dnipropetrovska,Dnipro,1,32.26,4.07,28.19,card,marketplace
949,2024-12-27 09:28:31,50,Microsoft Gaming-457,Microsoft,Gaming,Iryna Savchuk,TechImport UA,Ukraine,Odeska,Odesa,1,280.02,6.4,273.62,invoice,phone_order
950,2024-09-05 19:53:05,124,Huawei Networking-757,Huawei,Networking,Serhii Kravchenko,AsiaWholesale,China,Kyivska,Kyiv,2,282.02,26.16,537.88,online,wholesale
951,2023-05-10 19:06:54,70,Seagate Headphones-152,Seagate,Headphones,Oksana Hladka,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,144.65,17.34,127.31,card,online_store
952,2023-02-05 21:19:52,62,HP Monitors-433,HP,Monitors,Ivan Petrenko,GigaTrade,Germany,Odeska,Odesa,2,441.74,7.87,875.61,online,phone_order
953,2024-01-17 14:21:13,46,Acer Home Appli-591,Acer,Home Appliances,Ivan Petrenko,LocalDistributor,Ukraine,Ternopilska,Ternopil,5,1507.5,1238.38,6299.12,online,store
954,2023-07-24 17:53:34,168,LG Kitchen-114,LG,Kitchen,Kateryna Marchenko,TechImport UA,Ukraine,Vinnytska,Vinnytsia,2,588.6,39.02,1138.18,card,wholesale
955,2023-11-22 22:35:03,167,HP Kitchen-957,HP,Kitchen,Volodymyr Ivanov,EuroSupply,Poland,Kyivska,Kyiv,4,944.99,165.0,3614.96,online,online_store
956,2024-11-15 20:21:18,2,Nikon Smartphone-376,Nikon,Smartphones,Natalia Romanyuk,NordicParts,Sweden,Lvivska,Lviv,2,2238.78,559.38,3918.18,cash,marketplace
957,2024-10-15 11:50:24,161,Apple Kitchen-698,Apple,Kitchen,Andriy Shevchenko,EuroSupply,Poland,Poltavska,Poltava,10,584.89,980.42,4868.48,card,marketplace
958,2023-04-23 16:37:53,161,Apple Kitchen-698,Apple,Kitchen,Andriy Shevchenko,NordicParts,Sweden,Lvivska,Lviv,2,812.8,81.84,1543.76,cash,phone_order
959,2024-12-18 14:08:06,71,Sony Headphones-571,Sony,Headphones,Serhii Kravchenko,AsiaWholesale,China,Poltavska,Poltava,5,273.1,26.99,1338.51,invoice,phone_order
960,2024-09-28 21:11:51,181,Google Wearables-925,Google,Wearables,Dmytro Melnyk,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,2,344.34,98.18,590.5,card,marketplace
961,2024-04-15 13:53:52,176,Panasonic Wearables-439,Panasonic,Wearables,Natalia Romanyuk,TechImport UA,Ukraine,Kharkivska,Kharkiv,1,334.82,45.54,289.28,cash,online_store
962,2024-11-13 16:23:13,133,Xiaomi Storage-122,Xiaomi,Storage,Serhii Kravchenko,GigaTrade,Germany,Vinnytska,Vinnytsia,2,748.49,633.68,863.3,cash,marketplace
963,2023-06-28 09:26:26,46,Acer Home Appli-591,Acer,Home Appliances,Pavlo Boyko,EuroSupply,Poland,Odeska,Odesa,2,1055.72,237.08,1874.36,online,online_store
964,2023-09-23 08:33:39,55,Apple Gaming-626,Apple,Gaming,Oksana Hladka,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,2,196.13,20.9,371.36,invoice,marketplace
965,2024-05-12 17:42:06,18,Apple Laptops-334,Apple,Laptops,Kateryna Marchenko,AsiaWholesale,China,Ivano-Frankivska,Ivano-Frankivsk,1,648.73,107.99,540.74,online,phone_order
966,2024-09-02 12:54:14,125,LG Networking-275,LG,Networking,Andriy Shevchenko,GigaTrade,Germany,Ternopilska,Ternopil,2,251.69,17.05,486.33,invoice,marketplace
967,2024-11-18 17:53:05,59,Acer Monitors-992,Acer,Monitors,Serhii Kravchenko,USADirect,USA,Kharkivska,Kharkiv,5,71.12,0.7,354.9,online,online_store
968,2024-08-20 12:20:10,171,Sony Wearables-512,Sony,Wearables,Dmytro Melnyk,AsiaWholesale,China,Dnipropetrovska,Dnipro,3,24.15,7.76,64.69,invoice,store
969,2024-01-23 13:11:24,21,Xiaomi Laptops-918,Xiaomi,Laptops,Iryna Savchuk,TechImport UA,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,1,1805.69,260.88,1544.81,invoice,store
970,2024-12-19 09:51:07,144,Asus Storage-613,Asus,Storage,Serhii Kravchenko,USADirect,USA,Kyivska,Kyiv,1,493.18,81.44,411.74,online,store
971,2024-01-10 10:45:43,178,Asus Wearables-833,Asus,Wearables,Pavlo Boyko,USADirect,USA,Lvivska,Lviv,2,265.47,48.32,482.62,online,store
972,2023-01-26 13:43:14,150,Dell TV-222,Dell,TV,Pavlo Boyko,TechImport UA,Ukraine,Odeska,Odesa,1,789.33,136.22,653.11,invoice,online_store
973,2023-11-29 13:32:44,30,HP Accessorie-607,HP,Accessories,Iryna Savchuk,LocalDistributor,Ukraine,Poltavska,Poltava,1,15.01,1.82,13.19,invoice,marketplace
974,2023-06-11 12:51:45,133,Xiaomi Storage-122,Xiaomi,Storage,Dmytro Melnyk,USADirect,USA,Ternopilska,Ternopil,2,441.47,117.75,765.19,invoice,store
975,2024-10-03 15:37:50,104,Xiaomi Printers-804,Xiaomi,Printers,Iryna Savchuk,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,1494.16,36.01,1458.15,cash,online_store
976,2023-08-12 14:59:09,105,Philips Printers-735,Philips,Printers,Dmytro Melnyk,GigaTrade,Germany,Ternopilska,Ternopil,1,305.85,26.26,279.59,cash,store
977,2024-03-30 13:40:12,17,HP Laptops-268,HP,Laptops,Kateryna Marchenko,AsiaWholesale,China,Ternopilska,Ternopil,1,396.12,54.5,341.62,cash,phone_order
978,2024-06-09 14:03:03,77,Apple Headphones-174,Apple,Headphones,Kateryna Marchenko,EuroSupply,Poland,Poltavska,Poltava,1,391.68,64.98,326.7,cash,wholesale
979,2024-03-29 21:31:35,30,HP Accessorie-607,HP,Accessories,Olena Koval,GigaTrade,Germany,Ternopilska,Ternopil,1,12.05,5.27,6.78,online,phone_order
980,2025-01-17 17:35:15,83,Nikon Smartwatch-605,Nikon,Smartwatches,Olena Koval,BalkanStore,Romania,Odeska,Odesa,1,191.99,6.29,185.7,cash,phone_order
981,2024-06-01 15:08:59,4,Dell Smartphone-278,Dell,Smartphones,Kateryna Marchenko,BalkanStore,Romania,Poltavska,Poltava,1,2356.65,237.82,2118.83,cash,marketplace
982,2023-12-11 11:05:16,114,Panasonic Printers-336,Panasonic,Printers,Volodymyr Ivanov,BalkanStore,Romania,Lvivska,Lviv,1,1033.3,490.65,542.65,invoice,phone_order
983,2024-11-22 14:06:27,70,Seagate Headphones-152,Seagate,Headphones,Maria Bondar,GigaTrade,Germany,Lvivska,Lviv,1,115.99,1.55,114.44,online,phone_order
984,2023-11-24 11:58:50,73,Canon Headphones-266,Canon,Headphones,Natalia Romanyuk,TechImport UA,Ukraine,Poltavska,Poltava,1,453.2,40.83,412.37,invoice,marketplace
985,2024-01-14 10:57:05,107,Asus Printers-376,Asus,Printers,Dmytro Melnyk,TechImport UA,Ukraine,Vinnytska,Vinnytsia,2,992.39,104.41,1880.37,card,store
986,2023-10-02 10:56:46,130,Apple Networking-487,Apple,Networking,Volodymyr Ivanov,AsiaWholesale,China,Dnipropetrovska,Dnipro,1,70.45,2.61,67.84,online,phone_order
987,2023-04-08 08:05:46,43,HP Home Appli-825,HP,Home Appliances,Iryna Savchuk,GigaTrade,Germany,Ivano-Frankivska,Ivano-Frankivsk,2,371.76,7.68,735.84,card,marketplace
988,2024-06-09 20:32:57,68,Bosch Headphones-158,Bosch,Headphones,Dmytro Melnyk,AsiaWholesale,China,Vinnytska,Vinnytsia,2,478.97,134.1,823.84,online,marketplace
989,2024-06-08 11:44:52,131,Huawei Networking-277,Huawei,Networking,Maria Bondar,USADirect,USA,Dnipropetrovska,Dnipro,4,342.13,186.33,1182.19,invoice,marketplace
990,2024-12-17 12:25:25,90,Sony Smartwatch-409,Sony,Smartwatches,Kateryna Marchenko,USADirect,USA,Lvivska,Lviv,1,595.93,78.77,517.16,card,store
991,2023-11-07 15:27:42,140,OnePlus Storage-358,OnePlus,Storage,Dmytro Melnyk,BalkanStore,Romania,Vinnytska,Vinnytsia,1,570.41,28.76,541.65,card,online_store
992,2023-10-01 20:24:14,109,Canon Printers-462,Canon,Printers,Natalia Romanyuk,AsiaWholesale,China,Poltavska,Poltava,1,498.43,47.56,450.87,online,store
993,2023-02-06 18:36:31,104,Xiaomi Printers-804,Xiaomi,Printers,Oksana Hladka,TechImport UA,Ukraine,Poltavska,Poltava,1,1871.48,76.44,1795.04,invoice,phone_order
994,2024-03-27 19:41:28,32,Dell Accessorie-515,Dell,Accessories,Kateryna Marchenko,BalkanStore,Romania,Kyivska,Kyiv,1,211.02,0.67,210.35,cash,phone_order
995,2024-05-18 09:04:18,51,Acer Gaming-966,Acer,Gaming,Dmytro Melnyk,NordicParts,Sweden,Kyivska,Kyiv,1,836.61,115.92,720.69,cash,store
996,2024-12-03 11:26:20,127,Sony Networking-316,Sony,Networking,Natalia Romanyuk,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,714.73,110.45,604.28,cash,store
997,2024-01-01 16:23:00,8,Sony Smartphone-429,Sony,Smartphones,Ivan Petrenko,BalkanStore,Romania,Vinnytska,Vinnytsia,1,2279.27,162.58,2116.69,online,marketplace
998,2024-09-21 16:10:02,173,Dell Wearables-250,Dell,Wearables,Volodymyr Ivanov,GigaTrade,Germany,Kyivska,Kyiv,1,268.82,7.21,261.61,invoice,wholesale
999,2023-01-22 15:39:40,168,LG Kitchen-114,LG,Kitchen,Dmytro Melnyk,BalkanStore,Romania,Dnipropetrovska,Dnipro,1,482.05,31.66,450.39,invoice,phone_order
1000,2024-09-07 08:37:21,153,Apple TV-828,Apple,TV,Serhii Kravchenko,AsiaWholesale,China,Dnipropetrovska,Dnipro,5,1350.74,721.08,6032.62,cash,store
1001,2023-03-28 13:04:23,163,Philips Kitchen-554,Philips,Kitchen,Iryna Savchuk,AsiaWholesale,China,Ivano-Frankivska,Ivano-Frankivsk,1,219.37,31.37,188.0,cash,marketplace
1002,2023-07-22 09:15:23,125,LG Networking-275,LG,Networking,Maria Bondar,GigaTrade,Germany,Zaporizka,Zaporizhzhia,5,210.36,14.34,1037.46,cash,wholesale
1003,2023-11-19 19:48:27,34,Apple Accessorie-280,Apple,Accessories,Andriy Shevchenko,USADirect,USA,Lvivska,Lviv,1,317.6,11.63,305.97,online,phone_order
1004,2023-01-20 10:46:37,145,Xiaomi Storage-700,Xiaomi,Storage,Dmytro Melnyk,TechImport UA,Ukraine,Poltavska,Poltava,1,499.06,82.57,416.49,invoice,phone_order
1005,2023-06-03 11:27:03,106,Panasonic Printers-114,Panasonic,Printers,Natalia Romanyuk,NordicParts,Sweden,Lvivska,Lviv,1,236.69,26.54,210.15,cash,wholesale
1006,2023-12-30 13:35:21,60,Lenovo Monitors-662,Lenovo,Monitors,Oksana Hladka,TechImport UA,Ukraine,Vinnytska,Vinnytsia,2,431.14,113.84,748.44,invoice,store
1007,2024-01-24 10:58:35,73,Canon Headphones-266,Canon,Headphones,Serhii Kravchenko,EuroSupply,Poland,Ivano-Frankivska,Ivano-Frankivsk,1,361.36,40.18,321.18,invoice,marketplace
1008,2023-06-15 13:45:37,104,Xiaomi Printers-804,Xiaomi,Printers,Andriy Shevchenko,TechImport UA,Ukraine,Kyivska,Kyiv,1,1008.78,7.12,1001.66,online,marketplace
1009,2024-09-21 17:34:25,123,Canon Networking-694,Canon,Networking,Kateryna Marchenko,LocalDistributor,Ukraine,Ternopilska,Ternopil,1,405.08,32.46,372.62,online,store
1010,2024-04-18 20:08:01,20,Apple Laptops-828,Apple,Laptops,Pavlo Boyko,EuroSupply,Poland,Lvivska,Lviv,2,592.8,80.17,1105.43,cash,online_store
1011,2023-01-05 14:21:47,134,Nikon Storage-469,Nikon,Storage,Ivan Petrenko,TechImport UA,Ukraine,Dnipropetrovska,Dnipro,2,99.8,30.1,169.5,card,phone_order
1012,2025-01-09 11:17:47,38,Seagate Home Appli-867,Seagate,Home Appliances,Ivan Petrenko,GigaTrade,Germany,Lvivska,Lviv,1,812.03,94.11,717.92,card,store
1013,2023-08-10 10:56:19,76,OnePlus Headphones-263,OnePlus,Headphones,Serhii Kravchenko,BalkanStore,Romania,Odeska,Odesa,1,357.84,7.07,350.77,invoice,phone_order
1014,2025-01-27 08:12:24,50,Microsoft Gaming-457,Microsoft,Gaming,Dmytro Melnyk,AsiaWholesale,China,Zaporizka,Zaporizhzhia,3,334.55,107.28,896.37,card,marketplace
1015,2024-07-16 15:41:06,21,Xiaomi Laptops-918,Xiaomi,Laptops,Natalia Romanyuk,LocalDistributor,Ukraine,Vinnytska,Vinnytsia,2,1815.67,84.62,3546.72,online,wholesale
1016,2023-01-21 10:11:48,5,OnePlus Smartphone-855,OnePlus,Smartphones,Maria Bondar,BalkanStore,Romania,Kyivska,Kyiv,4,1139.47,147.67,4410.21,online,online_store
1017,2023-01-08 08:29:49,107,Asus Printers-376,Asus,Printers,Olena Koval,LocalDistributor,Ukraine,Lvivska,Lviv,2,1198.72,201.54,2195.9,invoice,online_store
1018,2024-08-10 13:18:47,182,Samsung Wearables-930,Samsung,Wearables,Maria Bondar,GigaTrade,Germany,Zaporizka,Zaporizhzhia,1,71.5,10.09,61.41,online,phone_order
1019,2023-12-05 10:46:11,82,Lenovo Smartwatch-625,Lenovo,Smartwatches,Ivan Petrenko,AsiaWholesale,China,Vinnytska,Vinnytsia,1,332.81,6.93,325.88,card,marketplace
1020,2023-12-10 09:53:41,107,Asus Printers-376,Asus,Printers,Ivan Petrenko,EuroSupply,Poland,Kyivska,Kyiv,1,1175.54,177.15,998.39,card,online_store
1021,2025-01-18 17:41:45,99,Huawei Cameras-386,Huawei,Cameras,Volodymyr Ivanov,NordicParts,Sweden,Dnipropetrovska,Dnipro,2,2425.61,791.08,4060.14,cash,online_store
1022,2024-11-07 17:50:46,53,Philips Gaming-183,Philips,Gaming,Dmytro Melnyk,TechImport UA,Ukraine,Poltavska,Poltava,10,235.25,41.57,2310.93,cash,wholesale
1023,2025-02-04 08:47:57,25,Seagate Laptops-663,Seagate,Laptops,Volodymyr Ivanov,TechImport UA,Ukraine,Ternopilska,Ternopil,1,3095.51,692.63,2402.88,card,store
1024,2023-10-02 21:49:47,148,Acer TV-633,Acer,TV,Iryna Savchuk,LocalDistributor,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,1,555.55,11.82,543.73,online,store
1025,2024-10-20 21:43:04,176,Panasonic Wearables-439,Panasonic,Wearables,Maria Bondar,GigaTrade,Germany,Ternopilska,Ternopil,2,278.8,23.76,533.84,card,store
1026,2024-04-08 10:03:22,60,Lenovo Monitors-662,Lenovo,Monitors,Volodymyr Ivanov,USADirect,USA,Vinnytska,Vinnytsia,2,532.8,35.44,1030.16,online,online_store
1027,2023-07-08 14:47:06,55,Apple Gaming-626,Apple,Gaming,Iryna Savchuk,BalkanStore,Romania,Ivano-Frankivska,Ivano-Frankivsk,1,204.65,8.23,196.42,invoice,wholesale
1028,2024-04-22 18:03:02,158,Sony Kitchen-279,Sony,Kitchen,Natalia Romanyuk,EuroSupply,Poland,Kharkivska,Kharkiv,4,267.33,88.68,980.64,online,store
1029,2024-01-16 21:34:24,64,Nikon Monitors-988,Nikon,Monitors,Natalia Romanyuk,EuroSupply,Poland,Dnipropetrovska,Dnipro,1,713.31,244.01,469.3,invoice,marketplace
1030,2023-03-09 14:44:41,166,Google Kitchen-354,Google,Kitchen,Oksana Hladka,BalkanStore,Romania,Kharkivska,Kharkiv,1,793.94,103.18,690.76,online,wholesale
1031,2024-04-30 17:40:27,154,Philips TV-597,Philips,TV,Andriy Shevchenko,GigaTrade,Germany,Vinnytska,Vinnytsia,1,1859.58,106.21,1753.37,cash,marketplace
1032,2024-07-08 08:44:53,69,Lenovo Headphones-221,Lenovo,Headphones,Dmytro Melnyk,AsiaWholesale,China,Lvivska,Lviv,3,317.93,154.45,799.34,cash,online_store
1033,2024-03-31 20:09:09,11,Huawei Smartphone-201,Huawei,Smartphones,Dmytro Melnyk,EuroSupply,Poland,Lvivska,Lviv,1,800.61,90.82,709.79,card,wholesale
1034,2023-11-01 18:54:48,35,Asus Accessorie-796,Asus,Accessories,Kateryna Marchenko,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,4,145.82,104.56,478.72,online,phone_order
1035,2024-08-27 10:44:34,94,Huawei Cameras-903,Huawei,Cameras,Andriy Shevchenko,GigaTrade,Germany,Lvivska,Lviv,1,1398.57,139.42,1259.15,online,phone_order
1036,2024-08-15 09:33:27,97,Sony Cameras-798,Sony,Cameras,Maria Bondar,NordicParts,Sweden,Ivano-Frankivska,Ivano-Frankivsk,1,1765.68,256.99,1508.69,cash,phone_order
1037,2023-10-26 11:27:23,155,Microsoft Kitchen-147,Microsoft,Kitchen,Ivan Petrenko,USADirect,USA,Ternopilska,Ternopil,3,321.07,4.56,958.65,cash,online_store
1038,2024-06-25 12:43:20,130,Apple Networking-487,Apple,Networking,Olena Koval,BalkanStore,Romania,Kyivska,Kyiv,1,71.26,0.16,71.1,cash,marketplace
1039,2025-01-28 08:11:05,5,OnePlus Smartphone-855,OnePlus,Smartphones,Kateryna Marchenko,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,794.09,134.2,659.89,card,online_store
1040,2023-05-30 08:08:37,21,Xiaomi Laptops-918,Xiaomi,Laptops,Olena Koval,NordicParts,Sweden,Odeska,Odesa,3,957.82,413.07,2460.39,invoice,wholesale
1041,2024-02-09 14:06:48,32,Dell Accessorie-515,Dell,Accessories,Ivan Petrenko,BalkanStore,Romania,Lvivska,Lviv,1,244.4,9.12,235.28,invoice,online_store
1042,2023-12-20 11:02:11,50,Microsoft Gaming-457,Microsoft,Gaming,Natalia Romanyuk,GigaTrade,Germany,Dnipropetrovska,Dnipro,1,212.4,9.52,202.88,invoice,marketplace
1043,2023-04-25 19:23:26,142,Nikon Storage-666,Nikon,Storage,Pavlo Boyko,EuroSupply,Poland,Kharkivska,Kharkiv,1,549.48,86.49,462.99,card,online_store
1044,2024-03-10 20:29:59,34,Apple Accessorie-280,Apple,Accessories,Ivan Petrenko,BalkanStore,Romania,Vinnytska,Vinnytsia,2,222.93,59.63,386.23,invoice,online_store
1045,2025-02-12 10:38:54,49,Lenovo Gaming-292,Lenovo,Gaming,Andriy Shevchenko,USADirect,USA,Vinnytska,Vinnytsia,3,514.13,167.36,1375.03,card,wholesale
1046,2024-04-16 10:47:25,98,Bosch Cameras-755,Bosch,Cameras,Iryna Savchuk,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,1,2717.93,17.49,2700.44,cash,online_store
1047,2023-05-09 17:34:22,58,Dell Monitors-467,Dell,Monitors,Maria Bondar,LocalDistributor,Ukraine,Poltavska,Poltava,1,438.25,39.32,398.93,card,store
1048,2024-11-03 12:15:27,87,Dell Smartwatch-751,Dell,Smartwatches,Natalia Romanyuk,LocalDistributor,Ukraine,Kharkivska,Kharkiv,1,277.87,46.95,230.92,card,phone_order
1049,2023-02-07 11:45:30,106,Panasonic Printers-114,Panasonic,Printers,Iryna Savchuk,AsiaWholesale,China,Lvivska,Lviv,1,272.09,31.44,240.65,online,wholesale
1050,2024-04-02 11:12:03,169,Nikon Kitchen-814,Nikon,Kitchen,Dmytro Melnyk,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,1,355.12,1.65,353.47,online,phone_order
1051,2024-08-14 16:52:58,24,Samsung Laptops-603,Samsung,Laptops,Serhii Kravchenko,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,3,436.53,46.61,1262.98,online,phone_order
